module,layer,param_count,kurtosis
mlp.down_proj,16,25165824,3.3472790936606245
mlp.up_proj,16,25165824,3.1454203456990655
self_attn.q_proj,17,9437184,3.9403248593554827
self_attn.k_proj,17,3145728,3.9961727553105577
self_attn.v_proj,17,3145728,3.57452603224689
self_attn.o_proj,17,9437184,3.673095352438195
mlp.gate_proj,17,25165824,4.256418582501942
mlp.down_proj,17,25165824,3.5008090128907003
mlp.up_proj,17,25165824,3.122437316169248
self_attn.q_proj,18,9437184,4.13760287931356
self_attn.k_proj,18,3145728,4.117287003194707
self_attn.v_proj,18,3145728,3.640980196818294
self_attn.o_proj,18,9437184,4.1199245891609655
mlp.gate_proj,18,25165824,4.111593695564576
mlp.down_proj,18,25165824,3.3429763082000705
mlp.up_proj,18,25165824,3.1350019911216296
self_attn.q_proj,19,9437184,3.9681580243051333
self_attn.k_proj,19,3145728,3.997291293601032
self_attn.v_proj,19,3145728,3.6345569361798717
self_attn.o_proj,19,9437184,4.69568353837042
mlp.gate_proj,19,25165824,4.437889470708911
mlp.down_proj,19,25165824,3.3541633659673322
mlp.up_proj,19,25165824,3.1664970542228215
self_attn.q_proj,20,9437184,3.6756522367795283
self_attn.k_proj,20,3145728,4.177356067023282
self_attn.v_proj,20,3145728,3.3579493445239987
self_attn.o_proj,20,9437184,3.511770789734999
mlp.gate_proj,20,25165824,3.8802067231606756
mlp.down_proj,20,25165824,3.3007848688559345
mlp.up_proj,20,25165824,3.0892652007971364
self_attn.q_proj,21,9437184,3.9055666156672095
self_attn.k_proj,21,3145728,4.663671888308388
self_attn.v_proj,21,3145728,3.6269540386765518
self_attn.o_proj,21,9437184,3.302676320854945
mlp.gate_proj,21,25165824,3.982608115286393
mlp.down_proj,21,25165824,3.2153136506660056
mlp.up_proj,21,25165824,3.1039616693207326
self_attn.q_proj,22,9437184,3.8724598254264104
self_attn.k_proj,22,3145728,4.848868949184333
self_attn.v_proj,22,3145728,3.5763252277625086
self_attn.o_proj,22,9437184,3.6434205824217774
mlp.gate_proj,22,25165824,3.9866902376930704
mlp.down_proj,22,25165824,3.2381283067493736
mlp.up_proj,22,25165824,3.0964274714411517
self_attn.q_proj,23,9437184,3.7866807346221556
self_attn.k_proj,23,3145728,4.657839106717557
self_attn.v_proj,23,3145728,3.3948936786560213
self_attn.o_proj,23,9437184,3.53536334220555
mlp.gate_proj,23,25165824,4.4101644829295665
mlp.down_proj,23,25165824,3.277864016193387
mlp.up_proj,23,25165824,3.0891617346230746
self_attn.q_proj,24,9437184,3.821498221369848
self_attn.k_proj,24,3145728,5.055560228160958
self_attn.v_proj,24,3145728,3.938261907857065
self_attn.o_proj,24,9437184,3.8114061937731276
mlp.gate_proj,24,25165824,4.431189069071876
mlp.down_proj,24,25165824,3.3296718549579887
mlp.up_proj,24,25165824,3.125399920822586
self_attn.q_proj,25,9437184,3.857153584854403
self_attn.k_proj,25,3145728,4.191612359270162
self_attn.v_proj,25,3145728,3.563188037769977
self_attn.o_proj,25,9437184,3.859718890470012
mlp.gate_proj,25,25165824,4.909699692731088
mlp.down_proj,25,25165824,3.47029265274409
mlp.up_proj,25,25165824,3.324190164533464
self_attn.q_proj,26,9437184,4.738310324868295
self_attn.k_proj,26,3145728,7.148714223921746
self_attn.v_proj,26,3145728,4.042092376483989
self_attn.o_proj,26,9437184,3.8786019603066673
mlp.gate_proj,26,25165824,5.097509598802841
mlp.down_proj,26,25165824,3.482956792876306
mlp.up_proj,26,25165824,3.334885545608837
self_attn.q_proj,27,9437184,4.46184149642568
self_attn.k_proj,27,3145728,6.246512356716073
self_attn.v_proj,27,3145728,4.385324021982905
self_attn.o_proj,27,9437184,10.343792571161947
mlp.gate_proj,27,25165824,7.146536693645115
mlp.down_proj,27,25165824,4.31996183970937
mlp.up_proj,27,25165824,8.474028631272057
